CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15790322,660,Copperbelt,Female,32,0,28667.2225,1,1,0,21151.25,0
15665180,616,Copperbelt,Female,31,3,34197.285,1,1,0,14836.6,1
15701281,511,Copperbelt,Male,27,8,0,2,1,1,12272.34,0
15778304,646,Lusaka,Male,24,0,23099.52,1,1,1,4724.3225,0
15668575,626,Other Provinces,Female,26,8,37152.6025,3,0,1,26125.505,1
15693131,581,Copperbelt,Female,24,3,23877.05,1,1,1,11438.75,0
15798850,576,Copperbelt,Male,32,7,0,2,1,0,1165.2275,0
15812198,543,Lusaka,Male,48,1,25225.125,1,0,0,8327.68,1
15761950,652,Lusaka,Female,45,9,27706.8725,1,1,1,38345.885,1
15672447,657,Lusaka,Male,40,7,24791.46,1,0,1,29833.4875,1
15733229,638,Other Provinces,Female,34,7,0,2,0,0,986.5725,0
15632503,563,Copperbelt,Female,32,0,37081.5225,1,1,0,47901.0675,1
15777504,617,Copperbelt,Female,30,8,0,1,1,1,23155.475,0
15789924,658,Copperbelt,Female,39,4,0,1,1,1,36882.515,0
15628992,850,Lusaka,Male,32,2,32161.995,2,0,0,13604.045,0
15749068,632,Copperbelt,Female,40,9,34906.335,1,1,0,23425.74,1
15759436,758,Copperbelt,Female,50,2,23953.44,3,1,1,16986.0225,1
15612187,547,Lusaka,Male,32,8,38931.7125,1,1,0,16947.4975,0
15720702,789,Copperbelt,Male,37,3,0,1,1,0,30470.9675,1
15694518,624,Other Provinces,Female,36,0,0,2,1,0,27901.475,0
15580203,674,Other Provinces,Male,39,6,30048.355,1,0,0,25032.7375,0
15567980,537,Lusaka,Female,46,5,25181.875,1,0,1,35214.44,1
15689953,697,Other Provinces,Male,43,10,32056.5925,1,0,0,47121.735,0
15655232,437,Lusaka,Male,35,6,31700.835,2,1,1,40283.35,0
15651063,524,Lusaka,Female,37,9,31870.145,2,1,0,44908.6725,0
15737605,531,Other Provinces,Female,45,1,31623.8925,2,1,1,41185.375,0
15748327,724,Lusaka,Male,34,6,29558.925,2,0,0,39284.3075,0
15615177,561,Other Provinces,Male,28,6,30923,1,1,1,17637.24,0
15586523,720,Lusaka,Female,29,7,26557.73,1,1,1,17475.9825,1
15740283,850,Copperbelt,Male,29,1,0,2,0,0,38249.2225,0
15649738,698,Copperbelt,Female,46,0,0,2,1,1,31490.505,0
15775335,635,Lusaka,Female,48,4,20389.2225,2,1,0,47978.5925,0
15801436,696,Copperbelt,Male,42,4,0,1,0,0,31588.2825,1
15732967,731,Copperbelt,Male,19,6,0,2,1,1,37895.4475,0
15635972,484,Other Provinces,Male,36,8,0,2,1,0,46534.12,0
15607312,648,Other Provinces,Female,49,10,0,2,1,1,39958.945,1
15736431,494,Other Provinces,Male,27,2,0,2,1,0,5601.16,0
15635942,576,Copperbelt,Male,40,9,0,2,1,0,28116.2975,1
15566156,749,Lusaka,Female,44,0,17874.4475,2,0,0,37770.95,0
15732438,561,Copperbelt,Male,43,4,0,4,0,0,4630.7275,1
15600821,721,Copperbelt,Male,69,2,27106.0475,1,1,1,44604.5875,0
15776780,608,Copperbelt,Male,59,1,0,1,1,0,17662.41,1
15763980,632,Lusaka,Male,30,1,14667.005,1,1,1,19667.63,0
15641474,638,Copperbelt,Male,46,9,34964.885,1,1,0,9741.8225,0
15747772,706,Lusaka,Male,36,9,14642.795,2,1,0,10193.5025,0
15732621,663,Copperbelt,Male,34,10,0,1,1,1,28520.9325,0
15714993,552,Copperbelt,Female,41,9,31087.335,1,1,0,33908.8125,0
15589210,557,Copperbelt,Female,24,4,0,1,0,0,5128.93,0
15597896,365,Lusaka,Male,30,0,31940.0175,1,1,0,20384.4625,1
15695465,638,Copperbelt,Female,36,6,0,1,1,0,41061.8775,0
15774744,664,Lusaka,Male,33,7,24321.54,2,1,0,35858.3325,0
15809585,646,Copperbelt,Male,38,7,0,2,1,0,382.1,0
15778154,628,Lusaka,Male,50,4,30556.9275,1,0,1,3554.4425,1
15740164,715,Copperbelt,Female,33,3,21306.96,1,1,1,17021.7875,0
15608653,521,Other Provinces,Female,34,7,17682.7675,1,1,1,5060.9925,1
15603846,711,Other Provinces,Male,37,2,0,2,1,0,20994.715,1
15655903,701,Other Provinces,Female,34,6,26995.0925,1,1,1,29843.685,0
15783883,753,Lusaka,Female,38,1,29328.73,1,1,0,30505.3325,1
15739068,638,Lusaka,Male,25,4,37011.3625,2,1,1,28680.605,0
15696539,613,Copperbelt,Female,21,7,26406.9875,1,1,1,9140.1275,0
15797389,604,Other Provinces,Male,23,9,31144.3325,1,1,1,1816.8125,0
15775339,520,Copperbelt,Female,29,8,23986.94,1,1,0,1174.11,0
15729054,744,Lusaka,Male,32,4,24026.7075,1,1,1,19953.1925,0
15768193,585,Lusaka,Male,36,5,36512.7425,2,0,0,21606.1425,0
15721740,633,Lusaka,Male,50,7,22075.6625,1,1,1,48984.29,0
15709478,611,Lusaka,Male,37,1,29381.18,2,0,1,40266.0725,0
15794941,647,Lusaka,Female,41,1,21476.6625,3,1,0,47289.9925,0
15749167,753,Copperbelt,Male,35,3,0,2,1,1,46210.9425,0
15711789,768,Other Provinces,Female,42,3,0,1,0,0,40310.7475,1
15609254,513,Other Provinces,Female,41,9,26783.76,2,1,1,40136.645,0
15803682,651,Lusaka,Female,37,10,29447.765,2,1,1,18959.395,0
15652789,657,Other Provinces,Male,40,10,0,2,1,1,13247.675,0
15766458,498,Copperbelt,Male,33,1,49528.465,1,1,0,17416.0875,0
15585222,515,Copperbelt,Male,41,8,0,2,1,1,46263.535,0
15780746,705,Copperbelt,Male,61,4,0,2,1,1,47828.425,0
15643828,592,Copperbelt,Male,29,7,0,2,1,1,22799.1675,0
15686983,678,Lusaka,Female,25,10,19242.03,2,0,1,32875.43,0
15588406,574,Other Provinces,Female,37,7,0,2,1,0,8065.57,0
15638989,711,Copperbelt,Female,25,5,47516.635,1,0,0,12836.3475,1
15748414,526,Other Provinces,Female,33,8,28658.6575,2,1,0,27528.595,1
15588955,581,Lusaka,Female,43,5,23314.8925,3,1,0,35258.9125,1
15809991,756,Other Provinces,Male,19,4,32568.555,1,1,1,33383.8225,0
15630857,674,Other Provinces,Female,39,6,0,2,1,1,2393.7075,0
15570895,608,Copperbelt,Male,42,10,40887.0175,1,1,0,9716.7125,0
15773723,588,Other Provinces,Female,22,9,16794.5475,1,1,1,40883.6875,1
15784597,648,Copperbelt,Male,26,9,40730.9625,1,1,0,24592.06,0
15726676,616,Other Provinces,Male,30,5,0,2,0,1,49027.1275,0
15601503,578,Other Provinces,Male,28,4,0,2,0,0,1736.7725,0
15605425,545,Lusaka,Female,44,2,31884.11,1,1,0,27099.6575,0
15637753,751,Lusaka,Male,50,2,24222.0975,1,1,0,19301.5625,1
15641585,850,Copperbelt,Male,40,6,24334.9975,1,0,1,22203.8125,0
15711977,695,Copperbelt,Male,36,4,40383.25,1,1,0,25235.2275,0
15687738,535,Copperbelt,Female,38,8,0,2,1,0,34155.16,0
15692317,722,Copperbelt,Male,30,5,0,2,1,0,41594.135,0
15761600,713,Copperbelt,Male,43,5,21598.535,1,1,1,32500.2825,0
15784323,449,Copperbelt,Female,21,7,0,2,0,0,43935.98,0
15656100,632,Copperbelt,Female,49,5,41990.675,1,0,0,35050.3025,0
15636548,457,Other Provinces,Male,44,7,0,2,0,0,46498.09,0
15683625,703,Copperbelt,Male,37,1,37440.52,1,1,0,5157.35,1
15599081,507,Lusaka,Female,46,8,25696.29,1,1,1,17580.92,0
15566843,535,Lusaka,Male,20,9,33718.6,1,1,1,29706.39,0
15712807,556,Other Provinces,Male,46,3,32941.24,1,1,1,27125.165,1
15762238,671,Lusaka,Female,44,0,21186.2575,2,0,1,8668.495,0
15716491,710,Other Provinces,Female,51,4,23414.2375,1,0,1,35350.1275,1
15677136,624,Copperbelt,Female,23,5,0,2,0,0,33104.6475,0
15676895,547,Lusaka,Female,39,6,18649.0375,3,1,1,21436.63,1
15665783,565,Copperbelt,Male,49,7,0,2,1,1,22402.315,0
15750258,675,Copperbelt,Female,32,2,38915.8275,1,1,0,24414.665,0
15794468,641,Copperbelt,Female,42,6,0,2,0,0,30284.6925,0
15612103,627,Lusaka,Female,35,2,34463.24,1,1,1,43067.3025,1
15809826,728,Copperbelt,Female,46,2,27426.38,1,1,0,5069.2175,1
15754494,585,Copperbelt,Female,33,4,38201.2625,1,1,0,15809.9125,0
15746704,638,Other Provinces,Male,30,9,34202.1325,2,1,1,26660.7425,0
15773852,533,Lusaka,Male,38,4,17590.63,2,1,1,26047.365,0
15643575,757,Lusaka,Male,36,1,16337.4275,1,0,0,16134.91,0
15750056,702,Copperbelt,Female,29,6,37304.5975,1,1,1,2408.2525,0
15628279,624,Copperbelt,Female,38,3,0,2,1,1,40916.7125,0
15660528,659,Other Provinces,Male,27,4,0,2,1,0,24835.4675,0
15787825,585,Lusaka,Male,37,6,38124.205,1,1,1,24976.8225,0
15597610,553,Other Provinces,Male,41,6,36243.6375,1,1,1,4836.23,0
15666767,508,Copperbelt,Male,35,1,21723.32,1,0,0,14843.705,0
15613712,634,Other Provinces,Male,34,1,0,2,1,0,15498.8925,0
15698749,626,Lusaka,Female,23,6,21474.4875,1,1,0,27435.7,0
15675141,569,Copperbelt,Female,35,4,23483.6575,1,1,0,46187.0575,0
15726186,639,Other Provinces,Male,29,4,33358.6425,2,1,0,24495.86,0
15724145,616,Lusaka,Male,29,8,37329.6375,1,1,0,35186.5325,0
15745827,617,Copperbelt,Male,30,3,33001.4425,1,1,0,35735.0975,0
15808389,617,Copperbelt,Female,79,7,0,1,1,1,40147.295,0
15614034,607,Lusaka,Male,61,2,41130.875,2,1,1,8946.69,0
15690743,536,Copperbelt,Female,61,8,16297.5725,1,1,1,16077.1225,1
15655007,758,Copperbelt,Female,33,7,0,2,0,0,20749.1175,0
15693877,811,Copperbelt,Female,47,3,30841.335,2,0,0,42998.835,0
15732235,662,Copperbelt,Male,64,0,24712.0475,1,0,1,10682.53,0
15603465,665,Lusaka,Female,45,5,38861.9125,2,1,0,12967.9875,1
15669411,750,Lusaka,Female,52,6,26866.89,1,1,0,31558.295,1
15627412,605,Copperbelt,Male,39,3,0,2,1,0,49847.6125,0
15726695,601,Other Provinces,Female,20,9,30611.6525,2,1,0,21697.975,0
15759499,598,Copperbelt,Female,32,4,27789.13,1,1,1,41844.065,0
15812534,455,Copperbelt,Male,40,1,0,3,0,1,32493.835,0
15583221,667,Lusaka,Male,70,3,19339.23,2,1,1,5220.49,0
15746995,724,Lusaka,Male,31,9,34541.575,1,1,0,3230.1075,0
15768449,634,Copperbelt,Female,37,7,12895.625,2,1,1,46078.22,0
15599084,782,Copperbelt,Male,33,7,47880.7725,1,1,1,41764.6875,0
15607301,651,Other Provinces,Female,63,8,32492.1675,1,1,1,2957.6325,0
15636061,649,Lusaka,Male,78,4,17086.465,2,1,1,35641.6875,0
15575498,705,Copperbelt,Female,39,5,37344.915,2,1,0,24018.8875,0
15747458,677,Other Provinces,Female,43,3,33303.72,2,1,1,23984.21,0
15666548,466,Lusaka,Female,56,2,27980.0325,3,1,0,49408.5275,1
15764444,679,Lusaka,Male,58,8,31462.6325,2,1,1,21752.0425,0
15578297,737,Lusaka,Female,43,1,31384.345,1,1,0,34627.5025,1
15635097,599,Lusaka,Male,39,2,47244.2225,2,0,1,44035.5225,0
15776404,523,Copperbelt,Male,22,8,30843.615,1,1,1,31226.6475,0
15813422,781,Other Provinces,Male,35,4,20197.685,1,1,0,29107.3775,0
15660390,544,Copperbelt,Female,33,6,0,2,1,1,31028.26,0
15733661,639,Other Provinces,Female,27,8,33451.635,2,1,0,1562.825,0
15682540,602,Copperbelt,Female,33,8,0,2,1,1,28232.185,0
15723620,617,Copperbelt,Male,41,7,0,2,0,1,3624.1675,0
15661723,667,Other Provinces,Male,71,4,34315.195,1,0,1,23608.27,1
15788118,656,Copperbelt,Male,33,7,34676.255,2,1,0,9284.0375,0
15784301,850,Copperbelt,Male,42,0,0,2,1,0,11041.46,0
15738220,800,Other Provinces,Male,38,1,0,2,1,0,12888.3575,0
15586959,468,Copperbelt,Female,42,5,0,2,1,0,31326.335,0
15654292,565,Lusaka,Male,33,8,32592.0775,2,1,0,26410.6075,0
15668032,577,Copperbelt,Female,37,4,0,1,1,1,19970.3475,0
15726153,622,Copperbelt,Male,31,5,26565.1675,1,1,1,644.6075,0
15728963,617,Lusaka,Female,51,10,41818.4275,1,0,0,23359.9375,1
15781129,687,Other Provinces,Male,38,8,17358.6,2,1,1,16645.0325,1
15731553,730,Copperbelt,Male,23,8,0,2,1,0,45821.1325,0
15795738,789,Copperbelt,Male,31,4,43869.2875,1,1,1,43208.225,0
15802390,724,Copperbelt,Female,34,2,0,2,1,1,29715.845,0
15612832,526,Copperbelt,Male,32,7,31385.0125,1,0,0,21696.6025,0
15637979,664,Lusaka,Female,36,2,31790.195,2,1,0,19535.1875,0
15597487,850,Copperbelt,Female,35,5,0,1,1,1,20248.2,0
15735263,736,Copperbelt,Male,27,5,12880.6875,1,0,1,48032.9425,0
15673584,652,Copperbelt,Female,74,5,0,2,1,1,234.2875,0
15683053,809,Other Provinces,Female,48,2,0,1,1,0,40244.2125,1
15581282,651,Copperbelt,Female,39,6,0,1,1,0,6044.11,0
15793688,669,Copperbelt,Male,50,9,50252.41,1,1,0,39508.125,1
15636634,630,Lusaka,Female,25,7,19914.2025,1,1,0,23381.055,0
15616240,530,Other Provinces,Male,37,4,0,2,1,1,41211.0925,0
15588535,750,Other Provinces,Female,39,6,0,2,0,0,4816.0825,0
15806249,671,Other Provinces,Female,31,4,0,2,0,1,19817.505,0
15632272,792,Copperbelt,Female,42,2,0,2,1,0,23166.0225,0
15722532,690,Other Provinces,Female,36,10,22940.0275,1,1,1,33946.235,0
15710295,445,Lusaka,Female,38,6,29853.405,2,1,0,43939.09,0
15600651,749,Copperbelt,Male,24,1,0,3,1,1,11977.7575,0
15775756,809,Lusaka,Male,33,8,37013.935,1,0,0,49800.8025,0
15581620,597,Copperbelt,Male,28,2,0,3,1,1,19676.9925,0
15723064,603,Other Provinces,Male,24,1,41287.2825,2,1,0,5464.57,0
15580623,573,Other Provinces,Male,28,8,0,2,0,0,19415.0075,0
15631240,645,Copperbelt,Female,36,8,0,2,1,1,3024.1525,1
15810775,576,Other Provinces,Male,52,2,25137.3575,2,1,1,4161.04,0
15688172,677,Other Provinces,Male,40,5,0,2,1,0,22236.89,0
15682860,769,Other Provinces,Male,38,6,0,2,0,0,26098.445,0
15592379,741,Other Provinces,Female,42,9,30264.1575,2,1,0,9780.645,0
15624936,631,Copperbelt,Male,35,8,32301.3725,1,1,1,19786.59,0
15701265,559,Lusaka,Female,36,1,26089.235,2,0,1,13546.015,0
15771054,469,Other Provinces,Male,35,5,0,2,1,0,46622.5925,0
15748639,497,Lusaka,Male,35,7,27513.405,2,1,1,23221.765,0
15642099,679,Other Provinces,Male,39,6,0,2,1,0,3066.515,0
15729279,718,Copperbelt,Female,25,4,27172.9875,1,1,0,15757.7425,0
15729515,782,Copperbelt,Male,36,1,37198.7925,2,1,1,48920.3575,0
15677305,490,Copperbelt,Female,35,7,26937.2575,1,1,1,984.3425,0
15786167,649,Other Provinces,Male,20,5,0,2,1,1,14577.385,0
15601796,645,Copperbelt,Male,30,1,31434.815,1,1,1,48360.3075,0
15681026,795,Lusaka,Female,33,9,26138.18,1,1,1,30213.4575,1
15589793,604,Copperbelt,Male,53,8,36113.4375,1,1,0,47749.74,1
15790810,844,Copperbelt,Female,41,10,19079.91,1,1,1,35293.795,1
15593365,762,Other Provinces,Male,39,2,20318.2825,1,1,1,4679.9175,0
15701765,575,Other Provinces,Female,37,0,0,2,0,0,7528.58,0
15692599,687,Copperbelt,Male,34,5,32067.64,1,1,0,47773.155,0
15664539,683,Other Provinces,Male,35,9,15293.01,1,0,0,20737.78,0
15804709,688,Lusaka,Male,35,5,27894.545,1,0,0,41541.4825,1
15649853,625,Copperbelt,Female,45,3,0,1,1,1,46118.5375,1
15659098,669,Copperbelt,Male,30,7,23782.215,1,0,0,4949.815,0
15722246,742,Copperbelt,Female,60,4,0,1,1,1,3290.415,1
15718245,730,Copperbelt,Male,34,1,0,2,1,1,31648.0025,0
15623210,484,Lusaka,Female,55,8,37337.395,3,0,0,34379.98,1
15800440,650,Other Provinces,Male,61,1,38242.1825,1,0,1,20742.6725,0
15648005,672,Other Provinces,Male,33,2,0,2,1,1,45684.5,0
15628523,539,Copperbelt,Female,24,3,0,2,1,1,49540.2675,0
15582335,556,Copperbelt,Female,40,9,32465.0925,1,0,0,4498.235,0
15795298,573,Lusaka,Female,35,9,51717.195,2,0,1,25746.5375,0
15605113,518,Copperbelt,Female,27,1,33450.3725,1,1,1,35828.8925,0
15711991,615,Copperbelt,Male,30,8,0,2,0,0,795.7875,0
15633516,526,Copperbelt,Male,42,1,0,1,0,1,42121.505,0
15609676,718,Copperbelt,Female,35,2,41981.2375,1,1,0,10756.16,0
15763097,809,Other Provinces,Male,80,8,0,2,0,1,8541.0125,0
15638269,597,Copperbelt,Male,67,2,0,2,0,1,27161.4625,0
15810167,657,Other Provinces,Male,75,7,31568.4875,1,0,1,22918.4,0
15793949,726,Copperbelt,Female,48,4,0,1,1,0,28505.015,1
15591915,533,Copperbelt,Female,39,2,0,1,0,1,18417.485,1
15576085,739,Copperbelt,Male,41,5,0,2,0,0,35970.5625,0
15746203,555,Lusaka,Male,62,4,29954.3325,1,0,1,10876.775,1
15810432,795,Other Provinces,Male,35,8,0,2,1,0,41788.84,0
15645511,727,Other Provinces,Male,43,2,24350.795,1,1,1,26853.755,1
15781987,641,Copperbelt,Male,31,9,28123.7475,1,1,1,8057.9,0
15725906,665,Other Provinces,Female,51,8,0,1,1,1,9732.12,1
15681928,577,Copperbelt,Female,35,4,27038.8725,1,1,0,26351.9475,0
15707291,477,Lusaka,Male,48,8,32312.5,2,1,1,39484.3375,0
15794895,581,Other Provinces,Male,34,1,0,2,0,1,20293.8125,0
15649183,598,Other Provinces,Female,35,8,0,3,0,1,22164.6825,0
15670374,819,Lusaka,Female,49,1,30164.215,4,0,0,41541.075,1
15567993,828,Other Provinces,Male,28,8,33691.7125,1,1,0,19838.9675,0
15702806,696,Other Provinces,Male,24,9,0,1,0,0,2720.88,0
15711386,724,Copperbelt,Female,29,6,0,2,0,1,16182.3775,0
15703588,665,Lusaka,Male,25,5,38402.9575,2,1,0,8830.4125,0
15730394,709,Copperbelt,Female,43,8,0,2,0,0,42008.905,1
15588986,673,Lusaka,Female,29,4,24774.34,1,1,1,2449.1725,0
15705034,691,Other Provinces,Male,40,1,0,2,1,1,36403.2925,0
15569394,704,Copperbelt,Male,24,2,37049.2875,2,1,0,45693.77,0
